lead_time,avg_price_per_room,no_of_special_requests,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,arrival_year,no_of_adults,booking_status
73,140.4,1,6,4,4,1,0,2018,2,1
19,117.71939676599236,0,9,21,3,0,1,2018,2,1
66,168.3,0,8,9,4,1,0,2018,3,1
65,140.4,0,4,27,4,1,0,2018,2,1
245,75.0,0,6,17,3,2,0,2018,2,1
6,145.81368337645335,0,7,25,4,2,1,2018,2,1
140,103.66013980883066,0,8,3,4,5,1,2018,1,1
247,115.0,1,6,6,3,1,1,2018,2,1
31,152.1,1,8,5,4,2,1,2018,2,1
64,228.19149776579053,0,7,21,4,2,1,2018,2,1
73,116.59872804201959,0,5,16,4,2,0,2018,1,1
156,106.57038586909233,0,7,14,4,3,2,2018,2,1
114,108.0,0,10,13,4,1,0,2018,2,1
226,119.85,1,9,15,4,3,0,2018,2,1
132,106.64426476086099,0,4,5,4,2,0,2018,2,1
20,95.85222448767419,0,3,18,4,1,0,2018,1,1
27,134.84012690594915,0,5,20,4,3,2,2018,2,1
46,150.3,0,6,2,4,2,0,2018,3,1
116,61.0,0,2,28,3,1,2,2018,1,1
256,100.75,0,10,16,4,3,2,2018,2,1
320,115.0,1,8,18,3,2,0,2018,2,1
157,107.21926860242961,0,7,15,3,3,1,2018,2,1
271,101.33,1,9,21,4,3,0,2018,2,1
139,107.69292997886258,2,9,11,4,3,0,2018,2,1
443,65.0,0,4,29,3,1,0,2018,2,1
23,286.6179391295458,0,5,20,4,1,2,2018,3,1
229,70.44,1,10,27,4,3,0,2018,2,1
276,61.0,0,5,13,3,3,2,2018,2,1
279,110.0,0,10,12,3,3,0,2018,2,1
1,60.0,0,2,28,3,1,2,2018,1,1
197,97.38121288247147,0,9,24,4,4,2,2018,2,1
275,106.2,0,10,1,4,1,2,2018,2,1
136,171.16870438324128,0,5,7,4,4,2,2018,2,1
115,145.7742412277115,0,8,5,4,3,1,2018,3,1
188,130.0,0,6,15,3,2,0,2018,1,1
106,108.43360042323498,0,5,3,3,2,0,2018,2,1
308,52.0,0,11,25,3,2,0,2018,2,1
180,120.0,0,10,10,4,2,1,2018,1,1
60,140.4,0,4,28,4,1,1,2018,1,1
105,150.86394584268538,0,8,24,4,4,0,2018,3,1
277,99.19747583816735,0,8,12,4,3,1,2018,2,1
152,177.98249346780395,0,8,24,4,4,2,2018,2,1
224,99.79930743603173,0,8,8,3,2,1,2018,2,1
20,151.7828969495064,1,9,17,4,3,1,2018,3,1
76,120.0,0,10,10,3,0,1,2018,1,1
81,64.82430929973773,0,2,25,3,2,1,2018,2,1
114,189.3776157936858,0,7,14,4,3,0,2018,3,1
29,115.06387013481068,0,4,17,4,0,1,2018,2,1
188,130.0,0,6,15,4,2,0,2018,1,1
122,114.3,0,8,6,4,3,1,2018,2,1
81,76.5,0,7,16,4,2,0,2017,2,1
168,159.3,0,9,21,4,2,0,2018,3,1
90,195.38047566543216,0,5,9,4,2,1,2018,1,1
67,121.35262470538633,0,7,29,4,2,0,2018,1,1
212,78.24389152309261,0,5,19,3,2,2,2018,2,1
308,78.3,2,11,23,4,3,0,2018,2,1
69,120.0,0,6,12,3,4,2,2018,1,1
166,110.0,0,11,1,3,3,0,2018,1,1
17,114.07011282752947,0,6,12,4,0,2,2018,1,1
69,111.9174035100113,0,6,27,4,1,0,2018,1,1
278,73.70981988037663,0,12,21,4,4,0,2018,2,1
209,90.92281338303155,1,8,17,4,2,0,2018,1,1
290,73.95,0,12,1,4,3,1,2018,2,1
105,110.0,0,10,12,3,2,1,2017,2,1
12,149.0,0,8,25,4,1,2,2018,2,1
48,78.3,0,3,3,4,2,0,2018,2,1
191,94.51271307245555,0,8,22,4,2,1,2018,2,1
123,76.5,1,7,24,4,0,1,2017,2,1
252,102.96346555673163,1,9,7,3,2,1,2018,1,1
153,143.13976182264588,1,9,26,4,2,0,2018,2,1
99,65.0,0,10,30,3,2,2,2017,2,1
211,100.0,0,5,20,4,2,0,2018,2,1
260,64.86153793663655,0,9,23,4,5,2,2018,2,1
9,156.42758246423327,0,8,3,4,1,1,2018,2,1
75,139.2222049160952,0,6,2,4,2,1,2018,2,1
163,100.0,0,6,5,3,2,2,2018,1,1
254,92.54719441440666,0,9,11,4,3,0,2018,1,1
247,115.0,1,6,6,3,1,1,2018,2,1
139,68.0,0,11,16,3,4,2,2018,2,1
106,118.8,1,9,5,4,2,1,2018,2,1
195,93.87712700402308,0,9,1,4,1,0,2018,1,1
72,138.6497512357682,0,8,6,4,1,0,2018,2,1
191,132.0,0,6,3,3,2,1,2018,2,1
105,75.0,0,4,6,3,1,0,2018,2,1
158,93.13898104205875,0,7,12,4,3,0,2018,2,1
18,148.79882768888,0,6,24,4,0,0,2018,2,1
39,71.1003962835753,0,2,2,4,3,1,2018,1,1
54,207.93114583486047,0,8,20,4,3,0,2018,2,1
323,70.0,0,5,17,3,4,0,2018,2,1
227,102.79766881422769,1,11,30,4,2,1,2018,2,1
19,138.79984526438315,0,4,8,4,1,1,2018,2,1
75,80.0,0,3,17,3,3,1,2018,2,1
253,90.0,0,5,4,3,4,0,2018,2,1
73,151.2,1,10,19,4,2,0,2018,3,1
121,90.0,0,6,24,3,2,1,2018,2,1
102,95.00905880091902,0,5,3,3,3,0,2018,2,1
301,52.0,0,11,18,3,2,0,2018,2,1
162,121.5,2,7,25,4,0,0,2018,2,1
53,98.906478559885,0,9,3,4,0,0,2018,2,1
277,80.0,0,9,5,3,5,2,2018,2,1
103,115.0,0,4,19,3,2,0,2018,1,1
62,149.4,0,8,14,4,1,1,2018,2,1
62,94.60307795303588,0,5,26,4,2,0,2018,2,1
211,100.0,0,5,20,3,2,0,2018,2,1
267,95.0,0,9,30,3,2,1,2018,2,1
52,99.43510567413071,0,9,28,4,1,1,2018,2,1
102,73.04108156150087,0,11,19,4,4,1,2017,1,1
40,113.93877100106313,0,3,20,4,1,2,2018,2,1
167,99.45,0,8,1,4,4,1,2018,2,1
30,82.60316594280445,0,2,2,4,2,0,2018,1,1
31,118.97919545350508,0,3,4,4,2,1,2018,2,1
152,148.91293793538446,1,8,14,4,1,1,2018,3,1
3,120.56420770794266,0,8,18,2,1,0,2017,2,1
87,99.26922268556409,0,8,10,2,1,0,2017,2,1
115,55.47754152869635,0,7,29,4,3,0,2017,2,1
35,67.5,0,2,9,4,4,0,2018,2,1
377,115.0,1,10,14,3,2,0,2018,2,1
418,107.0,0,9,26,3,2,1,2018,2,1
273,95.0,0,5,13,3,2,1,2018,2,1
224,68.3423479115506,0,11,25,4,4,1,2018,2,1
112,120.0,0,6,2,3,3,0,2018,2,1
90,75.19695412453017,0,5,10,3,2,0,2017,2,1
87,74.84927907261937,0,5,14,4,1,0,2017,2,1
322,80.0,0,5,19,3,3,1,2018,2,1
317,120.0,0,9,15,4,2,0,2018,2,1
141,73.1402465127649,0,4,6,3,2,1,2018,2,1
233,90.0,0,10,14,3,2,1,2018,2,1
52,237.32479614880594,0,6,20,4,1,1,2018,2,1
73,113.05990427505392,1,10,21,4,1,1,2018,1,1
222,154.80420049260215,0,8,28,4,2,0,2018,2,1
285,100.0,0,10,3,3,3,1,2018,2,1
27,152.4206170235546,0,6,25,4,1,1,2018,2,1
218,69.33,0,8,12,4,1,1,2018,2,1
97,79.48989248100865,1,10,27,4,1,1,2018,2,1
305,89.0,0,11,4,3,2,1,2018,2,1
8,124.0,0,3,11,4,2,1,2018,2,1
150,168.72772988307014,1,7,9,4,1,1,2018,2,1
23,72.8,0,2,10,4,3,0,2018,2,1
322,80.0,0,5,19,3,3,1,2018,2,1
64,140.0,0,5,17,2,2,0,2018,2,1
133,118.8,0,9,3,4,1,2,2018,2,1
29,209.26791227428907,0,9,23,3,1,0,2017,2,1
16,222.1814386606149,0,3,26,4,2,2,2018,2,1
188,130.0,0,6,15,3,2,0,2018,1,1
345,90.0,0,9,13,3,2,0,2018,1,1
62,168.54786937374868,0,10,25,4,1,0,2018,2,1
110,134.64717336196819,0,5,4,4,2,0,2018,2,1
103,115.0,0,4,19,3,2,0,2018,1,1
48,131.4,0,6,3,4,1,1,2018,2,1
205,81.65788221718896,0,6,20,3,4,1,2018,2,1
247,115.0,1,6,6,4,1,1,2018,2,1
193,120.0,0,6,20,4,2,1,2018,2,1
110,108.0,1,10,12,4,1,0,2018,2,1
35,133.04576210337518,1,9,27,4,1,0,2018,2,1
183,110.0,1,9,8,3,3,0,2018,2,1
278,73.95,0,12,22,4,4,1,2018,2,1
263,100.3,0,9,29,4,4,2,2018,2,1
228,90.30454882696877,1,10,18,4,2,1,2018,2,1
160,129.0,1,6,17,4,2,1,2018,2,1
92,100.0,0,3,26,3,1,2,2018,2,1
69,111.77278691921317,0,5,26,4,2,0,2018,2,1
131,161.37353627408146,0,8,9,4,2,1,2018,3,1
304,89.0,0,11,3,3,3,0,2018,2,1
86,105.33813201785298,1,3,24,4,3,1,2018,2,1
144,115.84222104290154,0,7,31,4,3,2,2018,2,1
107,118.8,1,9,5,4,3,1,2018,2,1
22,284.5553706836801,0,7,18,4,1,0,2018,1,1
185,79.05167656406465,0,11,14,4,2,1,2018,2,1
97,162.43410379319337,0,10,28,4,1,1,2018,2,1
166,110.0,0,11,1,3,3,0,2018,1,1
191,118.78522900370922,0,7,3,3,2,0,2018,1,1
123,105.3,0,8,1,4,3,1,2018,2,1
418,107.0,0,9,26,3,2,1,2018,2,1
122,85.0,0,4,15,3,2,0,2018,2,1
41,67.49744835576004,0,2,12,4,2,1,2018,2,1
175,125.1,0,9,7,4,3,0,2018,2,1
225,103.58319344248929,0,6,28,4,4,1,2018,2,1
191,132.0,0,6,3,4,2,1,2018,2,1
87,89.63843118761307,0,9,10,2,1,0,2017,1,1
233,86.63857814817948,0,8,10,4,2,0,2018,2,1
71,147.05651741829664,0,7,2,4,8,3,2018,2,1
45,75.26703345289945,0,3,3,4,3,0,2018,1,1
179,108.9,1,10,1,4,1,2,2018,2,1
309,69.93420797958213,1,12,27,4,7,2,2018,2,1
75,127.8,0,7,9,4,1,1,2018,2,1
30,135.9,0,7,8,4,1,0,2018,2,1
308,52.0,0,11,25,3,2,0,2018,2,1
88,76.49122722936784,0,3,7,4,2,0,2018,2,1
96,94.5,0,7,11,3,1,2,2017,2,1
132,118.57816715531938,0,5,27,4,2,2,2018,2,1
80,131.3057029637086,0,7,5,4,2,0,2018,1,1
37,103.52118405085612,0,10,25,4,1,1,2018,2,1
188,130.0,0,6,15,3,2,0,2018,1,1
108,105.03020391338701,0,9,28,4,2,0,2017,2,1
280,110.0,0,9,19,3,2,1,2018,2,1
323,112.0,1,5,17,3,4,0,2018,2,1
210,90.89671394179683,0,8,25,4,2,1,2018,2,1
68,77.5524023048942,0,2,13,4,1,1,2018,2,1
69,120.0,0,6,12,3,4,2,2018,1,1
78,100.0,0,3,25,4,2,1,2018,2,1
186,121.5,0,8,2,4,2,0,2018,2,1
418,75.0,0,9,26,3,2,1,2018,2,1
40,135.9,1,8,25,4,0,1,2018,2,1
10,78.30149400959411,1,9,27,4,1,0,2017,1,1
112,166.9446383762066,0,5,1,4,4,2,2018,2,1
77,137.0627394926318,0,7,3,4,2,1,2018,2,1
114,84.9006592863767,1,11,1,4,2,0,2018,1,1
116,61.0,0,2,28,3,1,2,2018,1,1
138,94.5,0,8,22,3,1,2,2017,2,1
304,89.0,0,11,3,3,3,0,2018,2,1
22,76.5871778478501,0,11,11,4,6,2,2018,1,1
63,65.66,0,2,23,4,2,2,2018,0,1
247,109.0,0,6,6,3,1,1,2018,2,1
113,108.0,1,10,13,4,1,0,2018,2,1
113,85.0,0,6,30,3,3,1,2018,2,1
3,168.62544766240575,0,9,15,4,1,0,2018,2,1
97,79.46786221951454,1,10,27,4,1,1,2018,2,1
134,62.30894541663579,0,2,24,4,1,1,2018,2,1
187,92.71361906099666,0,7,28,4,5,2,2018,2,1
258,110.0,0,10,16,3,0,1,2018,2,1
64,148.7664188599298,1,7,29,4,3,0,2018,2,1
285,100.0,0,10,3,3,3,1,2018,2,1
200,152.14671516456843,1,9,19,4,3,1,2018,2,1
37,116.25681392155776,0,6,16,4,1,0,2018,2,1
267,95.0,0,9,30,3,2,1,2018,2,1
149,135.05670424038388,0,9,3,4,2,0,2018,2,1
69,161.61351069238106,1,7,27,4,1,2,2018,3,1
14,191.47766052176135,0,4,17,4,2,1,2018,2,1
269,95.28449976327136,0,9,30,3,2,1,2018,2,1
210,86.0,0,10,8,3,3,1,2017,2,1
207,175.88383697001194,1,8,6,4,0,1,2018,2,1
60,105.30690226686505,0,6,23,4,1,1,2018,2,1
166,110.0,0,11,1,3,3,0,2018,1,1
83,76.5,0,7,24,4,2,1,2017,2,1
191,132.0,0,6,3,3,2,1,2018,2,1
279,110.0,0,10,12,3,3,0,2018,2,1
276,61.0,0,5,13,3,3,2,2018,2,1
0,105.01926754237516,0,4,15,4,0,1,2018,1,1
290,72.0,0,6,17,3,2,1,2018,2,1
77,124.75089324906796,0,9,10,4,0,1,2018,1,1
193,65.0,0,10,15,3,3,0,2017,2,1
296,117.39692212287025,1,9,21,3,3,0,2018,2,1
166,110.0,0,11,1,3,3,0,2018,1,1
29,127.56361078224205,1,5,15,4,2,1,2018,2,1
100,149.07973205410593,0,7,23,4,3,0,2018,3,1
14,99.31396164409671,0,8,22,4,0,1,2017,2,1
165,107.40877710006953,1,9,1,4,1,1,2018,2,1
174,141.3,0,10,4,4,3,0,2018,3,1
303,78.0,0,8,19,3,3,2,2018,2,1
111,147.7933465146372,1,7,9,4,3,1,2018,3,1
104,114.0,1,10,6,3,2,0,2017,2,1
140,103.08593012675975,0,9,3,4,5,0,2018,1,1
188,130.0,0,6,15,4,2,0,2018,1,1
79,86.12958429346752,0,6,15,4,3,0,2017,2,1
152,84.69997393342953,0,7,30,4,3,0,2017,2,1
312,68.61737928754678,0,12,26,4,7,2,2018,2,1
36,71.78786327933544,0,3,6,4,4,2,2018,2,1
85,151.32273467241706,0,8,3,4,3,0,2018,2,1
52,131.90446772215154,0,7,9,4,1,1,2018,2,1
301,52.0,0,11,18,3,2,0,2018,2,1
169,106.15621259031,1,7,13,3,3,0,2018,2,1
342,73.71047189060393,2,12,26,4,2,1,2018,2,1
314,75.0,0,10,12,3,3,0,2018,2,1
105,75.0,0,4,6,3,1,0,2018,2,1
80,105.08406125984318,0,11,25,4,3,0,2018,2,1
159,123.34656707214302,1,5,23,4,4,0,2018,2,1
77,129.60039109935653,0,7,6,4,3,1,2018,1,1
257,101.5,0,7,1,4,2,0,2017,2,1
66,70.3574859290792,0,2,26,3,1,2,2018,1,1
131,94.5,0,8,15,3,1,2,2017,2,1
51,63.75,0,3,9,4,5,1,2018,2,1
204,137.47438571951284,0,8,18,4,1,0,2017,3,1
82,126.77342435912203,0,6,20,4,1,1,2018,2,1
36,67.5,0,2,13,4,0,0,2018,1,1
28,140.46555007527422,0,6,21,4,1,0,2018,2,1
215,128.41806978037067,0,9,17,3,1,1,2018,2,1
320,115.0,1,8,18,4,2,0,2018,2,1
111,147.41545617286397,0,8,9,4,3,1,2018,3,1
187,78.41,0,10,10,4,2,1,2018,2,1
165,103.5,1,7,10,4,0,0,2018,1,1
181,120.0,0,10,11,3,2,0,2018,1,1
124,94.5,0,8,8,3,1,2,2017,2,1
73,78.09116777187336,0,3,19,4,1,0,2018,1,1
279,110.0,0,10,12,4,3,0,2018,2,1
168,118.53106032233163,1,4,22,4,2,1,2018,2,1
98,115.906939742788,0,5,6,4,0,0,2018,2,1
83,85.5,0,6,24,4,0,0,2018,2,1
263,110.0,0,10,21,3,2,0,2018,2,1
377,115.0,1,10,14,3,2,0,2018,2,1
267,95.0,0,9,30,3,2,1,2018,2,1
106,118.8,1,9,6,4,2,1,2018,2,1
196,86.69928220764677,0,7,16,4,0,0,2018,2,1
103,94.5,0,7,18,3,1,2,2017,2,1
23,135.6478721139537,0,3,26,4,2,1,2018,2,1
112,79.36718453057225,0,4,9,4,4,2,2018,1,1
301,115.0,1,7,30,3,1,1,2018,2,1
14,127.84676418919494,0,4,22,4,1,0,2018,1,1
115,59.70072363945538,0,2,25,3,2,2,2018,1,1
107,92.63061712037855,1,8,28,4,1,0,2018,2,1
46,143.50325379473153,0,5,8,4,2,1,2018,1,1
161,114.05097272649701,1,5,22,4,1,1,2018,2,1
9,125.47981063250614,1,2,10,4,3,0,2018,2,1
190,100.50779971231991,0,5,5,4,2,2,2018,2,1
46,96.70021170159268,0,3,13,4,5,2,2018,1,1
122,85.23361189512481,0,5,15,4,2,0,2017,2,1
138,113.36605787830962,0,6,30,4,2,1,2018,2,1
59,86.02278025845915,0,3,10,4,3,0,2018,2,1
144,75.90170122496211,1,7,2,3,1,1,2017,2,1
304,89.0,0,11,3,3,3,0,2018,2,1
63,94.63417096591147,0,4,23,4,3,0,2018,2,1
279,110.0,0,10,12,3,3,0,2018,2,1
23,153.8050074901377,0,10,25,4,1,2,2018,2,1
9,139.68069081206397,1,9,16,4,1,1,2018,2,1
63,183.62424473039886,0,3,24,4,2,0,2018,2,1
116,187.64524458879356,0,7,12,4,3,1,2018,2,1
236,88.52130118171593,0,9,3,4,1,0,2017,2,1
204,100.0,0,5,5,3,3,0,2018,2,1
208,104.71064872008617,0,7,21,3,2,0,2018,1,1
97,128.64614602140531,0,7,3,4,3,0,2018,2,1
124,94.5,0,8,8,3,1,2,2017,2,1
257,101.5,0,7,1,3,2,0,2017,2,1
7,78.3384478704545,0,11,15,4,8,2,2018,2,1
161,130.0,0,3,25,4,2,1,2018,2,1
158,119.3674670633369,1,5,25,4,3,0,2018,2,1
167,112.7688623336986,1,6,18,4,2,1,2018,2,1
86,118.8009147800143,0,6,12,4,3,0,2018,2,1
213,130.0,0,6,7,3,3,0,2018,2,1
304,89.0,0,11,3,3,3,0,2018,2,1
267,95.0,0,9,30,3,2,1,2018,2,1
75,105.0,0,10,30,3,0,2,2018,2,1
192,102.0,0,9,25,3,3,2,2017,1,1
263,110.0,0,10,21,3,2,0,2018,2,1
11,130.0,1,11,5,4,1,0,2018,2,1
9,114.47383545942245,0,2,27,4,1,1,2018,2,1
175,86.14554880278222,0,7,3,4,2,0,2018,2,1
50,74.20518821671779,0,11,8,4,2,0,2018,1,1
4,156.0,0,5,19,4,1,0,2018,2,1
38,121.39790944275767,0,3,22,4,3,0,2018,2,1
239,86.20983710515097,1,8,4,4,1,0,2018,0,1
100,108.0,0,10,16,3,1,0,2017,2,1
151,131.8315758226441,0,6,10,4,2,0,2018,2,1
106,96.48073407497014,0,7,19,3,1,2,2017,2,1
100,126.96070752522621,0,5,5,4,2,0,2018,2,1
102,101.5,0,10,16,3,2,0,2017,2,1
314,75.0,0,10,12,3,3,0,2018,2,1
110,109.41868827217402,1,6,11,4,5,2,2018,1,1
196,112.09269032839491,1,8,17,3,3,0,2018,2,1
184,80.61524509395532,0,10,16,4,1,0,2018,1,1
204,100.0,0,5,5,3,3,0,2018,2,1
184,59.76979357272688,0,10,21,4,3,0,2017,1,1
23,139.50324712032298,0,6,21,4,0,0,2018,2,1
116,61.0,0,2,28,3,1,2,2018,1,1
165,105.3,2,8,5,4,2,0,2018,2,1
132,110.86279603094876,0,6,28,4,2,0,2018,2,1
166,110.0,0,11,1,3,3,0,2018,1,1
76,93.6,1,11,3,4,3,0,2018,2,1
198,90.0,0,9,9,3,2,1,2018,2,1
107,141.61689755240005,0,6,10,3,4,0,2018,2,1
31,70.65106070601992,0,2,4,2,2,0,2018,1,1
14,107.65767025910051,0,5,15,4,1,0,2018,2,1
38,81.0,0,6,19,3,1,2,2018,1,1
256,115.0,1,6,15,4,2,0,2018,2,1
186,112.36707235752863,0,7,28,4,0,1,2018,2,1
19,128.87447184355713,0,3,24,4,7,3,2018,1,1
255,72.00183065244097,0,10,12,3,4,2,2018,0,1
63,140.4,0,5,27,4,1,0,2018,2,1
47,79.23143537139948,0,10,11,3,2,1,2018,2,1
279,110.0,0,10,12,3,3,0,2018,2,1
54,89.46,0,3,17,4,3,1,2018,2,1
314,75.0,0,10,12,3,3,0,2018,2,1
151,79.4268390221895,0,10,24,3,3,0,2018,2,1
145,71.97323429159634,0,6,11,3,3,0,2018,1,1
204,100.0,0,5,5,3,3,0,2018,2,1
273,95.0,0,5,13,3,2,1,2018,2,1
273,109.0,0,7,17,4,2,0,2017,2,1
134,103.7,0,6,27,4,4,0,2018,2,1
320,115.0,1,8,18,3,2,0,2018,2,1
265,100.3,0,10,9,4,3,2,2018,2,1
18,141.61376154512874,0,6,7,4,6,1,2017,2,1
228,89.87734732802537,0,8,28,4,2,2,2018,2,1
247,115.0,1,6,6,3,1,1,2018,2,1
10,129.76298674434273,0,9,26,4,2,0,2018,1,1
51,123.3,0,7,2,4,1,0,2018,2,1
292,111.82921956021745,0,7,21,3,2,0,2018,2,1
202,129.53262792370592,0,9,21,4,1,1,2018,3,1
37,123.973555346405,1,3,23,4,3,1,2018,2,1
259,0.0,0,9,14,4,0,0,2017,1,1
100,108.0,0,10,16,3,1,0,2017,2,1
237,91.70749459179312,1,10,19,4,4,1,2018,2,1
185,125.1,0,10,2,4,4,1,2018,2,1
13,168.96034143300628,0,4,27,4,1,0,2018,2,1
6,101.0,0,3,23,4,0,0,2018,2,1
129,97.65039332723423,0,8,21,4,2,1,2018,1,1
11,153.24176724727596,0,8,3,4,0,2,2018,2,1
193,100.93796580872804,1,6,22,4,2,0,2018,1,1
171,114.92649096498863,0,5,21,4,1,1,2018,2,1
41,175.22241953308776,0,3,24,4,2,0,2018,2,1
291,115.0,0,8,19,3,2,0,2018,2,1
245,110.0,0,7,6,3,4,2,2018,1,1
3,79.26704869272244,0,7,22,3,2,1,2017,1,1
21,79.0,1,2,21,4,1,1,2018,2,1
89,127.70326222943119,0,5,27,3,1,0,2018,2,1
56,74.3971278384689,0,11,15,4,3,1,2017,2,1
134,118.8,0,9,4,4,2,0,2018,2,1
34,224.67,0,9,23,3,3,0,2017,2,1
54,112.49535435324147,0,4,9,4,2,1,2018,2,1
250,95.0,0,9,26,3,3,1,2018,2,1
33,67.5,1,8,5,4,4,0,2017,2,1
6,161.0,0,3,25,4,2,2,2018,2,1
27,104.74196499349384,0,4,19,4,2,0,2018,1,1
279,110.0,0,10,12,3,3,0,2018,2,1
11,90.0,0,6,14,2,3,0,2018,2,1
17,97.0,0,3,17,4,2,1,2018,2,1
146,95.0,0,4,24,3,0,2,2018,2,1
24,108.21527028207939,0,6,11,4,1,1,2018,1,1
187,105.3,0,7,19,4,2,0,2018,2,1
17,94.69459365008446,0,2,11,4,1,0,2018,2,1
114,132.13307742837924,0,9,15,4,3,1,2018,1,1
1,60.0,0,2,28,3,1,2,2018,1,1
144,80.21736396518169,0,9,28,4,2,1,2018,1,1
242,108.5754616034158,0,9,9,4,2,1,2018,2,1
107,118.8,1,9,5,4,3,1,2018,2,1
32,124.25,0,9,12,4,4,1,2018,1,1
17,49.49418668947306,0,3,22,3,4,1,2018,1,1
95,75.66920916469564,0,5,21,4,3,1,2017,2,1
31,124.3765070732592,0,7,6,4,1,2,2018,1,1
265,78.03336786769006,1,11,21,4,3,2,2018,2,1
35,67.5,0,2,11,4,2,0,2018,2,1
7,128.08665383777165,0,9,16,4,1,0,2017,1,1
151,125.77274354799334,0,11,29,4,3,1,2018,2,1
257,101.5,0,7,1,3,2,0,2017,2,1
92,150.3,0,8,22,4,3,1,2018,3,1
1,60.0,0,2,28,3,1,2,2018,1,1
54,88.5998720319789,0,3,17,4,2,1,2018,2,1
110,79.54177771797836,0,9,8,4,1,2,2017,1,1
68,149.43490333692677,0,8,15,4,1,0,2018,2,1
1,60.0,0,2,28,3,1,2,2018,1,1
112,138.45901470382947,0,7,1,4,5,1,2018,3,1
320,90.65719367083024,0,8,19,3,2,0,2018,1,1
174,70.0,0,10,10,3,1,1,2017,2,1
193,120.0,0,6,20,3,2,1,2018,2,1
156,144.9275430771604,2,7,7,4,2,0,2018,2,1
386,115.0,1,10,23,4,0,2,2018,2,1
267,115.2,0,10,1,4,1,1,2018,2,1
105,75.0,0,4,6,3,1,0,2018,2,1
81,86.16357380801101,1,10,27,4,0,1,2017,2,1
65,89.2240979012207,0,4,1,4,1,1,2018,1,1
349,94.9593611289685,0,10,4,3,5,1,2018,1,1
174,126.3431872273393,1,9,7,3,1,0,2018,2,1
188,130.0,0,6,15,3,2,0,2018,1,1
193,120.0,0,6,20,3,2,1,2018,2,1
37,131.4,0,6,3,4,1,0,2018,2,1
1,60.0,0,2,28,3,1,2,2018,1,1
132,81.84503736749365,0,7,19,3,2,1,2018,2,1
183,100.39131305438497,0,5,5,4,3,1,2018,2,1
0,135.0756855360719,0,4,23,4,1,0,2018,1,1
178,128.69128915633132,0,8,25,4,1,0,2018,2,1
19,117.24490692769106,0,9,23,3,1,1,2018,2,1
227,89.64297431905723,0,10,30,4,1,2,2018,2,1
113,100.0,0,5,31,2,3,0,2018,1,1
201,75.8732991626377,0,10,27,4,3,1,2018,2,1
193,120.0,0,6,20,3,2,1,2018,2,1
67,90.96543936014001,0,4,5,4,3,0,2018,2,1
50,64.86323371452178,0,3,4,4,4,1,2018,2,1
127,146.8464823231686,0,9,7,4,2,0,2018,3,1
95,198.9,0,5,5,4,2,0,2018,2,1
202,90.0,0,5,29,3,1,2,2018,2,1
276,61.0,0,5,13,3,3,2,2018,2,1
129,132.03321718176616,0,7,25,4,4,1,2018,2,1
54,130.4496064655936,0,3,22,4,2,1,2018,3,1
76,148.06876380472335,0,7,26,4,2,2,2018,2,1
13,89.0,0,7,20,4,1,0,2018,1,1
418,75.0,0,9,26,4,2,1,2018,2,1
150,76.65289540375942,1,7,9,3,1,0,2017,2,1
286,90.0,0,10,16,3,0,1,2018,2,1
257,101.5,0,7,1,4,2,0,2017,2,1
45,86.4,0,11,19,4,0,1,2018,1,1
301,52.0,0,11,18,3,2,0,2018,2,1
38,116.1,0,5,12,4,2,0,2018,1,1
161,130.0,0,3,25,3,2,1,2018,2,1
320,115.0,1,8,18,3,2,0,2018,2,1
127,69.34557892214255,0,8,30,4,8,2,2017,1,1
4,98.1,0,9,26,3,0,1,2018,1,1
93,72.25,1,11,5,4,2,0,2017,2,1
60,122.10476834342535,0,11,2,4,2,1,2018,2,1
71,108.19757191898972,0,10,18,3,1,0,2018,2,1
175,109.79460420185627,0,9,6,3,3,0,2018,1,1
258,106.19178026108952,0,9,14,3,2,0,2018,1,1
15,108.70204907365483,0,3,28,4,0,2,2018,2,1
213,130.0,0,6,7,3,3,0,2018,2,1
20,85.0,0,2,10,4,1,0,2018,1,1
184,163.148805644778,1,9,23,4,3,0,2018,2,1
418,107.0,0,9,26,4,2,1,2018,2,1
181,120.0,0,10,11,3,2,0,2018,1,1
126,80.68584619157856,1,9,12,3,1,1,2018,2,1
213,119.59077952262119,0,8,29,4,3,0,2018,2,1
163,100.0,0,6,5,3,2,2,2018,1,1
90,75.28218801274961,0,4,9,3,2,0,2018,2,1
112,90.0,1,12,7,4,1,0,2018,2,1
72,72.60901653934978,0,11,13,4,2,0,2017,2,1
58,168.3,0,9,23,4,1,0,2018,3,1
60,75.0,0,3,20,3,2,2,2018,2,1
63,212.2854717458065,0,5,12,4,3,1,2018,2,1
102,101.5,0,10,16,3,2,0,2017,2,1
3,171.87259880205264,0,9,11,4,1,1,2018,1,1
0,106.0,0,2,13,4,1,1,2018,2,1
273,95.0,0,5,13,4,2,1,2018,2,1
183,162.9,1,10,25,4,3,0,2018,2,1
215,96.74995785680105,0,8,29,4,2,0,2018,2,1
51,63.75,0,3,9,4,4,0,2018,2,1
1,88.90399280138931,0,4,23,4,0,0,2018,2,1
174,70.0,0,10,10,3,1,1,2017,2,1
237,89.25,0,9,14,4,2,1,2017,2,1
5,116.44574364420804,0,3,3,4,2,0,2018,2,1
